FROM-ID,TO-ID,DISTANCE
4f3381cae4b0befff0254890,4d90bb7ffa9437048ca338c6,0.050110864
4f3381cae4b0befff0254890,50e4021b582f294b85631919,0.083780686
4f3381cae4b0befff0254890,4e341a00e4cdf7a42cad9421,0.046179386
4f3381cae4b0befff0254890,50433012e4b05698baa75339,0.0570122
4f3381cae4b0befff0254890,4f8f03f5e4b09b4d92853b2c,0.029747491
4dd6ae1afa76ad96d111ee3f,4bb60acd46d4a5932198c5c0,0.103810312
4dd6ae1afa76ad96d111ee3f,4c72bb9a4bc4236ae30ccc7a,0.072772525
4dd6ae1afa76ad96d111ee3f,4bacf76cf964a5201c1f3be3,0.211675705
4dd6ae1afa76ad96d111ee3f,50295233e4b0db2acbb75c69,0.121545501
4dd6ae1afa76ad96d111ee3f,523b3ba2498e256cb4ca2b15,0.079895453
4bb60acd46d4a5932198c5c0,5229eb2411d2b271a1f9125c,0.011649949
4bb60acd46d4a5932198c5c0,4dd6ae1afa76ad96d111ee3f,0.103810312
4bb60acd46d4a5932198c5c0,4c72bb9a4bc4236ae30ccc7a,0.141852321
4bb60acd46d4a5932198c5c0,4bacf76cf964a5201c1f3be3,0.184510487
4bb60acd46d4a5932198c5c0,51a25374498e8382043bd79f,0.104500686
4d90bb7ffa9437048ca338c6,4da5ec8a4b2280544b678da0,0.050110864
4d90bb7ffa9437048ca338c6,50433012e4b05698baa75339,0.012042822
4d90bb7ffa9437048ca338c6,50e4021b582f294b85631919,0.036495923
4d90bb7ffa9437048ca338c6,50e1f196e4b0748c84074466,0.037559535
50e4021b582f294b85631919,4da5ec8a4b2280544b678da0,0.083780686
4e341a00e4cdf7a42cad9421,4da5ec8a4b2280544b678da0,0.046179386
50433012e4b05698baa75339,4da5ec8a4b2280544b678da0,0.0570122
4c72bb9a4bc4236ae30ccc7a,4dd6ae1afa76ad96d111ee3f,0.072772525
4c72bb9a4bc4236ae30ccc7a,4bb60acd46d4a5932198c5c0,0.141852321
4c72bb9a4bc4236ae30ccc7a,4bacf76cf964a5201c1f3be3,0.282880647
4c72bb9a4bc4236ae30ccc7a,5229eb2411d2b271a1f9125c,0.130370706
4c72bb9a4bc4236ae30ccc7a,5318e95f498eaff004e39f6c,0.089612801
4bacf76cf964a5201c1f3be3,4bb60acd46d4a5932198c5c0,0.184510487
4bacf76cf964a5201c1f3be3,4dd6ae1afa76ad96d111ee3f,0.211675705
4bacf76cf964a5201c1f3be3,4b4838e9f964a520544a26e3,2.061544262
4bacf76cf964a5201c1f3be3,4dff6b25ae605b47b1757f8b,0.327625073
4bacf76cf964a5201c1f3be3,50295233e4b0db2acbb75c69,0.102685194
50295233e4b0db2acbb75c69,4bb60acd46d4a5932198c5c0,0.142938452
50295233e4b0db2acbb75c69,4dd6ae1afa76ad96d111ee3f,0.121545501
50295233e4b0db2acbb75c69,4bacf76cf964a5201c1f3be3,0.102685194
50295233e4b0db2acbb75c69,4c72bb9a4bc4236ae30ccc7a,0.194215569
50295233e4b0db2acbb75c69,4f1d62b0e4b03543a3409cd2,0.12997433
523b3ba2498e256cb4ca2b15,4bb60acd46d4a5932198c5c0,0.128416248
523b3ba2498e256cb4ca2b15,5229eb2411d2b271a1f9125c,0.116766843
523b3ba2498e256cb4ca2b15,51a25374498e8382043bd79f,0.169957502
523b3ba2498e256cb4ca2b15,4dd6ae1afa76ad96d111ee3f,0.079895453
523b3ba2498e256cb4ca2b15,5318e95f498eaff004e39f6c,0.06871845
5229eb2411d2b271a1f9125c,4bb60acd46d4a5932198c5c0,0.011649949
5229eb2411d2b271a1f9125c,4dd6ae1afa76ad96d111ee3f,0.095034906
5229eb2411d2b271a1f9125c,5318e95f498eaff004e39f6c,0.060881923
5229eb2411d2b271a1f9125c,523b3ba2498e256cb4ca2b15,0.116766843
5229eb2411d2b271a1f9125c,4c72bb9a4bc4236ae30ccc7a,0.130370706
51a25374498e8382043bd79f,4bb60acd46d4a5932198c5c0,0.104500686
51a25374498e8382043bd79f,4dff6b25ae605b47b1757f8b,0.347018317
51a25374498e8382043bd79f,4dd6ae1afa76ad96d111ee3f,0.189994544
51a25374498e8382043bd79f,4efc1ec90aafc58694a91ac1,0.094387159
51a25374498e8382043bd79f,4bacf76cf964a5201c1f3be3,0.271693602
4da5ec8a4b2280544b678da0,4d90bb7ffa9437048ca338c6,0.050110864
4da5ec8a4b2280544b678da0,50e4021b582f294b85631919,0.083780686
4da5ec8a4b2280544b678da0,4e341a00e4cdf7a42cad9421,0.046179386
4da5ec8a4b2280544b678da0,50433012e4b05698baa75339,0.0570122
4da5ec8a4b2280544b678da0,4f8f03f5e4b09b4d92853b2c,0.029747491
5318e95f498eaff004e39f6c,4bb60acd46d4a5932198c5c0,0.071469482
5318e95f498eaff004e39f6c,5229eb2411d2b271a1f9125c,0.060881923
5318e95f498eaff004e39f6c,523b3ba2498e256cb4ca2b15,0.06871845
5318e95f498eaff004e39f6c,533687b3498ec0c5b90ff33b,0.030966393
5318e95f498eaff004e39f6c,51a25374498e8382043bd79f,0.104483387
4b4838e9f964a520544a26e3,4bb60acd46d4a5932198c5c0,1.899706532
4b4838e9f964a520544a26e3,52b497b2498efb2cad2d6b2b,0.012585475
4b4838e9f964a520544a26e3,4bc6d588f360ef3b943fdc2d,2.455787277
4b4838e9f964a520544a26e3,4ca4f46cf47ea143d6cb5221,0.036022301
4b4838e9f964a520544a26e3,4f1f064de4b03ae365da6061,0.09732262
4dff6b25ae605b47b1757f8b,4bc6d588f360ef3b943fdc2d,1.131046288
4dff6b25ae605b47b1757f8b,4bb60acd46d4a5932198c5c0,0.361253799
4dff6b25ae605b47b1757f8b,4b7707bff964a52018762ee3,2.064040454
4dff6b25ae605b47b1757f8b,4eb81e4661af0dda917c47ae,0.125691054
4dff6b25ae605b47b1757f8b,4c1fc287b306c928e2ed68b7,0.927658584
4f1d62b0e4b03543a3409cd2,4dd6ae1afa76ad96d111ee3f,0.080695074
4f1d62b0e4b03543a3409cd2,4bb60acd46d4a5932198c5c0,0.023199202
4f1d62b0e4b03543a3409cd2,4bacf76cf964a5201c1f3be3,0.184221682
4f1d62b0e4b03543a3409cd2,4fcf729ae4b07997d3141487,0.01733846
4f1d62b0e4b03543a3409cd2,4c72bb9a4bc4236ae30ccc7a,0.123282239
4efc1ec90aafc58694a91ac1,4bb60acd46d4a5932198c5c0,0.120580997
4efc1ec90aafc58694a91ac1,51a25374498e8382043bd79f,0.094387159
4efc1ec90aafc58694a91ac1,4d3c618eaf8ca1432c3d01f7,1.839656852
4efc1ec90aafc58694a91ac1,4bacf76cf964a5201c1f3be3,0.219513141
4efc1ec90aafc58694a91ac1,4d4c01cfe4fd6ea8f7e8be61,0.021938131
533687b3498ec0c5b90ff33b,5229eb2411d2b271a1f9125c,0.090378847
533687b3498ec0c5b90ff33b,4bb60acd46d4a5932198c5c0,0.100234555
533687b3498ec0c5b90ff33b,4dd6ae1afa76ad96d111ee3f,0.116145168
52b497b2498efb2cad2d6b2b,4b4838e9f964a520544a26e3,0.012585475
52b497b2498efb2cad2d6b2b,4d3c618eaf8ca1432c3d01f7,0.743660989
52b497b2498efb2cad2d6b2b,507c6210e4b076bc192f1072,0.514298397
52b497b2498efb2cad2d6b2b,4f1f064de4b03ae365da6061,0.101722853
52b497b2498efb2cad2d6b2b,54441e14498ec84e43188646,0.037987768
4bc6d588f360ef3b943fdc2d,4db599fc81543d71da5b8e83,0.085983006
4bc6d588f360ef3b943fdc2d,4b72f63cf964a52060922de3,0.041617091
4bc6d588f360ef3b943fdc2d,4cab502436fa6dcbd0e5d778,0.095681498
4bc6d588f360ef3b943fdc2d,4c4c19985609c9b6dbac0992,0.069833562
4bc6d588f360ef3b943fdc2d,4c03ff16310fc9b6b1a8c661,0.810497365
4ca4f46cf47ea143d6cb5221,4b4838e9f964a520544a26e3,0.036022301
4ca4f46cf47ea143d6cb5221,4d81f4bbbede5481ecef07d1,0.042958403
4ca4f46cf47ea143d6cb5221,4f1f064de4b03ae365da6061,0.085643701
4ca4f46cf47ea143d6cb5221,4d3c618eaf8ca1432c3d01f7,0.722573171
4ca4f46cf47ea143d6cb5221,4cbf544f020d468852c26138,0.044450623
4f1f064de4b03ae365da6061,4d3c618eaf8ca1432c3d01f7,0.642465462
4f1f064de4b03ae365da6061,4b4838e9f964a520544a26e3,0.09732262
4f1f064de4b03ae365da6061,4d81f4bbbede5481ecef07d1,0.064328069
4f1f064de4b03ae365da6061,4be70e16cf200f47b634153c,0.17500307
4f1f064de4b03ae365da6061,4ca4f46cf47ea143d6cb5221,0.085643701
4b7707bff964a52018762ee3,4bc6d588f360ef3b943fdc2d,1.858892386
4b7707bff964a52018762ee3,4d0f3e8459606dcbac676d3e,0.138104391
4b7707bff964a52018762ee3,4bb0ff8ef964a52077713ce3,0.168517329
4b7707bff964a52018762ee3,4de02b6645dd3eae8767be63,2.70042262
4b7707bff964a52018762ee3,52c11e7a11d21c6e7f7c0e7b,0.073236196
4eb81e4661af0dda917c47ae,4dff6b25ae605b47b1757f8b,0.125691054
4eb81e4661af0dda917c47ae,4bb60acd46d4a5932198c5c0,0.281445363
4eb81e4661af0dda917c47ae,4ba8dc8ff964a52005f539e3,0.354354133
4eb81e4661af0dda917c47ae,4bc6d588f360ef3b943fdc2d,1.23772227
4eb81e4661af0dda917c47ae,4e046aacd4c068446619f34a,0.284073361
4c1fc287b306c928e2ed68b7,4b7c4529f964a5209f882fe3,0.038312687
4c1fc287b306c928e2ed68b7,4c3f278f51dee21ed792eb6e,0.032735146
4c1fc287b306c928e2ed68b7,51ac6c98498e44427112f9bf,0.143202546
4c1fc287b306c928e2ed68b7,4bc6d588f360ef3b943fdc2d,0.755434061
4c1fc287b306c928e2ed68b7,4d3c618eaf8ca1432c3d01f7,2.126413837
4fcf729ae4b07997d3141487,4bacf76cf964a5201c1f3be3,0.199078886
4fcf729ae4b07997d3141487,4dd6ae1afa76ad96d111ee3f,0.089156981
4fcf729ae4b07997d3141487,4f1d62b0e4b03543a3409cd2,0.01733846
4fcf729ae4b07997d3141487,4bb60acd46d4a5932198c5c0,0.02104043
4d3c618eaf8ca1432c3d01f7,4bc6d588f360ef3b943fdc2d,2.819434015
4d3c618eaf8ca1432c3d01f7,4bb60acd46d4a5932198c5c0,1.850018767
4d3c618eaf8ca1432c3d01f7,4d7bb3f9136bf04d87f4508d,2.825564464
4d3c618eaf8ca1432c3d01f7,4c03ff16310fc9b6b1a8c661,3.509476331
4d3c618eaf8ca1432c3d01f7,51b71123498e9e19f9763314,10.50169322
4d4c01cfe4fd6ea8f7e8be61,4bb60acd46d4a5932198c5c0,0.109337197
4d4c01cfe4fd6ea8f7e8be61,4c601b8490b2c9b6d7013c22,0.058322991
4d4c01cfe4fd6ea8f7e8be61,51a25374498e8382043bd79f,0.072466934
4d4c01cfe4fd6ea8f7e8be61,5229eb2411d2b271a1f9125c,0.11747424
4d4c01cfe4fd6ea8f7e8be61,504c55e7e4b04421f3310d34,0.798931502
507c6210e4b076bc192f1072,51b71123498e9e19f9763314,10.66607501
507c6210e4b076bc192f1072,4d3c618eaf8ca1432c3d01f7,0.238951173
507c6210e4b076bc192f1072,52b497b2498efb2cad2d6b2b,0.514298397
507c6210e4b076bc192f1072,4d7bb3f9136bf04d87f4508d,2.827251678
507c6210e4b076bc192f1072,4b9151a4f964a520bab233e3,3.163867035
54441e14498ec84e43188646,4b4838e9f964a520544a26e3,0.040334812
54441e14498ec84e43188646,4d3c618eaf8ca1432c3d01f7,0.780090714
4db599fc81543d71da5b8e83,4cab502436fa6dcbd0e5d778,0.012148935
4db599fc81543d71da5b8e83,4bc6d588f360ef3b943fdc2d,0.085983006
4db599fc81543d71da5b8e83,4b72f63cf964a52060922de3,0.069947722
4db599fc81543d71da5b8e83,4b7707bff964a52018762ee3,1.775767488
4db599fc81543d71da5b8e83,4c03ff16310fc9b6b1a8c661,0.804996719
4b72f63cf964a52060922de3,4cab502436fa6dcbd0e5d778,0.075331615
4b72f63cf964a52060922de3,4bc6d588f360ef3b943fdc2d,0.041617091
4b72f63cf964a52060922de3,4db599fc81543d71da5b8e83,0.069947722
4b72f63cf964a52060922de3,4b7707bff964a52018762ee3,1.826864987
4b72f63cf964a52060922de3,4c03ff16310fc9b6b1a8c661,0.841430783
4cab502436fa6dcbd0e5d778,4db599fc81543d71da5b8e83,0.012148935
4cab502436fa6dcbd0e5d778,4bc6d588f360ef3b943fdc2d,0.095681498
4cab502436fa6dcbd0e5d778,4b72f63cf964a52060922de3,0.075331615
4cab502436fa6dcbd0e5d778,4b7707bff964a52018762ee3,1.764696763
4cab502436fa6dcbd0e5d778,4c4c19985609c9b6dbac0992,0.066359255
4c4c19985609c9b6dbac0992,4cab502436fa6dcbd0e5d778,0.066359255
4c4c19985609c9b6dbac0992,4bc6d588f360ef3b943fdc2d,0.069833562
4c4c19985609c9b6dbac0992,4b72f63cf964a52060922de3,0.028639694
4c4c19985609c9b6dbac0992,4c03ff16310fc9b6b1a8c661,0.858642179
4c4c19985609c9b6dbac0992,50c6cf08e4b0480110816f92,0.239109073
4c03ff16310fc9b6b1a8c661,4bc6d588f360ef3b943fdc2d,0.810497365
4c03ff16310fc9b6b1a8c661,4e595f62b61c4aaa3dfd1dee,0.044861568
4c03ff16310fc9b6b1a8c661,4b7707bff964a52018762ee3,2.125903243
4c03ff16310fc9b6b1a8c661,4dff6b25ae605b47b1757f8b,1.941424873
4c03ff16310fc9b6b1a8c661,4b503b59f964a520dc1e27e3,0.085086543
4d81f4bbbede5481ecef07d1,4f1f064de4b03ae365da6061,0.064328069
4d81f4bbbede5481ecef07d1,4b4838e9f964a520544a26e3,0.075263679
4d81f4bbbede5481ecef07d1,4bc6d588f360ef3b943fdc2d,2.523118498
4d81f4bbbede5481ecef07d1,4be70e16cf200f47b634153c,0.141661543
4d81f4bbbede5481ecef07d1,4ca4f46cf47ea143d6cb5221,0.042958403
4cbf544f020d468852c26138,4d3c618eaf8ca1432c3d01f7,0.706262917
4cbf544f020d468852c26138,4f1f064de4b03ae365da6061,0.064435526
4be70e16cf200f47b634153c,4b4838e9f964a520544a26e3,0.077742306
4be70e16cf200f47b634153c,4f1f064de4b03ae365da6061,0.17500307
4be70e16cf200f47b634153c,4c8180efd4e2370458a35e88,0.100872829
4be70e16cf200f47b634153c,4ca4f46cf47ea143d6cb5221,0.099095372
4be70e16cf200f47b634153c,4d2146a4d7b0b1f77cf71b9f,0.154500122
4d0f3e8459606dcbac676d3e,4b7707bff964a52018762ee3,0.138104391
4d0f3e8459606dcbac676d3e,4bc6d588f360ef3b943fdc2d,1.952393693
4d0f3e8459606dcbac676d3e,4f128e66e4b0044a2469424f,0.150331625
4d0f3e8459606dcbac676d3e,4ef4d138e5fa4c35061424bd,0.117040448
4d0f3e8459606dcbac676d3e,50b08d04e4b045752b6cda32,0.1104547
4bb0ff8ef964a52077713ce3,4b7707bff964a52018762ee3,0.168517329
4bb0ff8ef964a52077713ce3,50b08d04e4b045752b6cda32,0.119776149
4bb0ff8ef964a52077713ce3,4bc6d588f360ef3b943fdc2d,2.011416618
4bb0ff8ef964a52077713ce3,4cb1f3b2aef16dcb967dbd54,0.211294606
4bb0ff8ef964a52077713ce3,4c03ff16310fc9b6b1a8c661,2.241246008
4de02b6645dd3eae8767be63,4c991410db10b60cd70b876d,0.15907061
4de02b6645dd3eae8767be63,50b45217e4b03acff4f2bacd,0.083402479
4de02b6645dd3eae8767be63,4b7707bff964a52018762ee3,2.70042262
4de02b6645dd3eae8767be63,4bc6d588f360ef3b943fdc2d,0.864286032
4de02b6645dd3eae8767be63,4c305a1aa0ced13a6910126e,0.10464426
52c11e7a11d21c6e7f7c0e7b,4b7707bff964a52018762ee3,0.073236196
52c11e7a11d21c6e7f7c0e7b,541ff49b498e451a8f1a7164,0.00697953
52c11e7a11d21c6e7f7c0e7b,4ef4d138e5fa4c35061424bd,0.039160257
52c11e7a11d21c6e7f7c0e7b,4bc6d588f360ef3b943fdc2d,1.833951827
4ba8dc8ff964a52005f539e3,4bb60acd46d4a5932198c5c0,0.51412471
4ba8dc8ff964a52005f539e3,557ddf60498edc5a04f7784a,0.027002003
4ba8dc8ff964a52005f539e3,4dff6b25ae605b47b1757f8b,0.448962273
4ba8dc8ff964a52005f539e3,4b744910f964a52093d22de3,0.975943809
4ba8dc8ff964a52005f539e3,4db96e3c6e818f67a9be43d6,0.084284579
4e046aacd4c068446619f34a,4db96e3c6e818f67a9be43d6,0.024083244
4e046aacd4c068446619f34a,4bb60acd46d4a5932198c5c0,0.434440542
4e046aacd4c068446619f34a,4dff6b25ae605b47b1757f8b,0.388327647
4e046aacd4c068446619f34a,4ba8dc8ff964a52005f539e3,0.080203267
4e046aacd4c068446619f34a,4c1fc287b306c928e2ed68b7,0.917960954
4b7c4529f964a5209f882fe3,4c1fc287b306c928e2ed68b7,0.038312687
4b7c4529f964a5209f882fe3,4b8e8804f964a520332733e3,0.262315087
4c3f278f51dee21ed792eb6e,4c1fc287b306c928e2ed68b7,0.032735146
4d7bb3f9136bf04d87f4508d,4dff6b25ae605b47b1757f8b,0.842309422
4d7bb3f9136bf04d87f4508d,4d3c618eaf8ca1432c3d01f7,2.825564464
4d7bb3f9136bf04d87f4508d,53944553498ecef1831affe3,0.264514716
4d7bb3f9136bf04d87f4508d,4bc6d588f360ef3b943fdc2d,1.061263765
4d7bb3f9136bf04d87f4508d,51b71123498e9e19f9763314,8.735852888
51b71123498e9e19f9763314,52d4415811d2fbc982d118fd,0.04772693
51b71123498e9e19f9763314,52a8ca2b11d2eaf4ed89d882,0.031650852
51b71123498e9e19f9763314,525af5a711d20ca02017c90a,0.048827678
51b71123498e9e19f9763314,51fd7fc8498ebd46bbe9ec4a,0.031765585
51b71123498e9e19f9763314,51100922e4b0873bd55a05c5,0.068765338
4c601b8490b2c9b6d7013c22,4bb60acd46d4a5932198c5c0,0.115199586
4c601b8490b2c9b6d7013c22,4efc1ec90aafc58694a91ac1,0.042397026
4c601b8490b2c9b6d7013c22,4bacf76cf964a5201c1f3be3,0.178981821
4c601b8490b2c9b6d7013c22,4d4c01cfe4fd6ea8f7e8be61,0.058322991
4c601b8490b2c9b6d7013c22,4dd6ae1afa76ad96d111ee3f,0.215322117
504c55e7e4b04421f3310d34,4bb60acd46d4a5932198c5c0,0.887908772
504c55e7e4b04421f3310d34,4b7707bff964a52018762ee3,1.982503097
504c55e7e4b04421f3310d34,4bc6d588f360ef3b943fdc2d,0.619969595
504c55e7e4b04421f3310d34,4dff6b25ae605b47b1757f8b,0.526727519
504c55e7e4b04421f3310d34,4c1fc287b306c928e2ed68b7,0.550545338
4b9151a4f964a520bab233e3,4bc6d588f360ef3b943fdc2d,0.828018205
4b9151a4f964a520bab233e3,53495b96498e2db72f1394ed,0.051759586
4b9151a4f964a520bab233e3,4b7707bff964a52018762ee3,1.046351219
4b9151a4f964a520bab233e3,4c03ff16310fc9b6b1a8c661,1.309066186
4b9151a4f964a520bab233e3,50c6cf08e4b0480110816f92,0.942391318
50c6cf08e4b0480110816f92,4bc6d588f360ef3b943fdc2d,0.175152519
50c6cf08e4b0480110816f92,4f1a96f2e4b08fa663deae89,0.098511948
50c6cf08e4b0480110816f92,4b7707bff964a52018762ee3,1.947360632
50c6cf08e4b0480110816f92,4de02b6645dd3eae8767be63,0.845097323
50c6cf08e4b0480110816f92,4bb60acd46d4a5932198c5c0,1.655279016
4e595f62b61c4aaa3dfd1dee,4bc6d588f360ef3b943fdc2d,0.765702399
4e595f62b61c4aaa3dfd1dee,4c03ff16310fc9b6b1a8c661,0.044861568
4e595f62b61c4aaa3dfd1dee,4b7707bff964a52018762ee3,2.101810893
4e595f62b61c4aaa3dfd1dee,4b503b59f964a520dc1e27e3,0.099194646
4e595f62b61c4aaa3dfd1dee,4bb60acd46d4a5932198c5c0,2.254697116
4b503b59f964a520dc1e27e3,4b503bb4f964a520e21e27e3,0.025789236
4b503b59f964a520dc1e27e3,4bb23efc14cfd13a6dad14ab,0.07049421
4b503b59f964a520dc1e27e3,4b65bb89f964a52059fc2ae3,0.097334667
4b503b59f964a520dc1e27e3,4bc6d588f360ef3b943fdc2d,0.816982659
4b503b59f964a520dc1e27e3,4c03ff16310fc9b6b1a8c661,0.085086543
4c8180efd4e2370458a35e88,4b4838e9f964a520544a26e3,0.166282855
4c8180efd4e2370458a35e88,4be70e16cf200f47b634153c,0.100872829
4c8180efd4e2370458a35e88,4d3c618eaf8ca1432c3d01f7,0.89697744
4c8180efd4e2370458a35e88,4d81f4bbbede5481ecef07d1,0.238442698
4c8180efd4e2370458a35e88,4cbf544f020d468852c26138,0.195148363
4d2146a4d7b0b1f77cf71b9f,4f1f064de4b03ae365da6061,0.020502974
4d2146a4d7b0b1f77cf71b9f,4d81f4bbbede5481ecef07d1,0.05323245
4d2146a4d7b0b1f77cf71b9f,4b4838e9f964a520544a26e3,0.076827934
4d2146a4d7b0b1f77cf71b9f,4be70e16cf200f47b634153c,0.154500122
4f128e66e4b0044a2469424f,4ef4d138e5fa4c35061424bd,0.06355345
4f128e66e4b0044a2469424f,4d0f3e8459606dcbac676d3e,0.150331625
4f128e66e4b0044a2469424f,4b7707bff964a52018762ee3,0.091826378
4ef4d138e5fa4c35061424bd,4b7707bff964a52018762ee3,0.036150366
4ef4d138e5fa4c35061424bd,4faa3bfbe4b0dc75ba1f75f0,0.099793717
4ef4d138e5fa4c35061424bd,50b08d04e4b045752b6cda32,0.073298765
4ef4d138e5fa4c35061424bd,4dc56d65e4cd169dc64be1b0,0.094401519
4ef4d138e5fa4c35061424bd,4ff80f35e4b058e1656d0444,0.093165631
50b08d04e4b045752b6cda32,4b7707bff964a52018762ee3,0.058663185
50b08d04e4b045752b6cda32,4bb0ff8ef964a52077713ce3,0.119776149
50b08d04e4b045752b6cda32,4bc6d588f360ef3b943fdc2d,1.917535269
50b08d04e4b045752b6cda32,4de02b6645dd3eae8767be63,2.758708597
50b08d04e4b045752b6cda32,4ef4d138e5fa4c35061424bd,0.073298765
4cb1f3b2aef16dcb967dbd54,4b7707bff964a52018762ee3,0.164406825
4cb1f3b2aef16dcb967dbd54,4c03ff16310fc9b6b1a8c661,2.26931586
4cb1f3b2aef16dcb967dbd54,4e5bcac318388cd5cbc1a9c5,0.156788705
4cb1f3b2aef16dcb967dbd54,4bc6d588f360ef3b943fdc2d,1.963243518
4cb1f3b2aef16dcb967dbd54,4bb0ff8ef964a52077713ce3,0.211294606
4c991410db10b60cd70b876d,5356a705498e70d06fc1a884,0.01152052
4c991410db10b60cd70b876d,4de02b6645dd3eae8767be63,0.15907061
4c991410db10b60cd70b876d,4bc6d588f360ef3b943fdc2d,0.890647899
4c991410db10b60cd70b876d,4b7707bff964a52018762ee3,2.68701268
4c991410db10b60cd70b876d,50b45217e4b03acff4f2bacd,0.237518977
50b45217e4b03acff4f2bacd,4de02b6645dd3eae8767be63,0.083402479
50b45217e4b03acff4f2bacd,4b8e8804f964a520332733e3,0.191321667
50b45217e4b03acff4f2bacd,4bc6d588f360ef3b943fdc2d,0.896337206
50b45217e4b03acff4f2bacd,4c03ff16310fc9b6b1a8c661,1.241069583
50b45217e4b03acff4f2bacd,4dff6b25ae605b47b1757f8b,1.387720305
4c305a1aa0ced13a6910126e,4b8e8804f964a520332733e3,0.175122913
4c305a1aa0ced13a6910126e,4de02b6645dd3eae8767be63,0.10464426
4c305a1aa0ced13a6910126e,4bc2c6b374a9a593fbbcd3f6,0.134808149
4c305a1aa0ced13a6910126e,4d64bf0bb470a14331741dfe,0.007681463
4c305a1aa0ced13a6910126e,4c991410db10b60cd70b876d,0.26104397
541ff49b498e451a8f1a7164,4b7707bff964a52018762ee3,0.078465527
541ff49b498e451a8f1a7164,4bc6d588f360ef3b943fdc2d,1.836847713
541ff49b498e451a8f1a7164,50b08d04e4b045752b6cda32,0.112237325
557ddf60498edc5a04f7784a,54b01117498e18b8bcee3f74,0.052289143
557ddf60498edc5a04f7784a,4ba8dc8ff964a52005f539e3,0.027002003
557ddf60498edc5a04f7784a,4b4838e9f964a520544a26e3,1.47909147
4b744910f964a52093d22de3,4ba8dc8ff964a52005f539e3,0.975943809
4b744910f964a52093d22de3,4bb60acd46d4a5932198c5c0,1.451315397
4b744910f964a52093d22de3,4b7707bff964a52018762ee3,3.442449162
4b744910f964a52093d22de3,4f1f064de4b03ae365da6061,0.537801942
4b744910f964a52093d22de3,508ed42fe4b0c36e94d12fde,0.034510183
4db96e3c6e818f67a9be43d6,4ba8dc8ff964a52005f539e3,0.084284579
4db96e3c6e818f67a9be43d6,4e046aacd4c068446619f34a,0.024083244
4b8e8804f964a520332733e3,4be80229ee96c9280e86fdbf,0.020043077
4b8e8804f964a520332733e3,4de02b6645dd3eae8767be63,0.11657385
4b8e8804f964a520332733e3,4b82e734f964a52022ec30e3,0.004915049
4b8e8804f964a520332733e3,4b7707bff964a52018762ee3,2.594982262
4b8e8804f964a520332733e3,4c305a1aa0ced13a6910126e,0.175122913
53944553498ecef1831affe3,4b7707bff964a52018762ee3,1.142748113
53944553498ecef1831affe3,52b497b2498efb2cad2d6b2b,2.806646462
53944553498ecef1831affe3,4bb60acd46d4a5932198c5c0,1.212915009
53944553498ecef1831affe3,52e1bae911d2f8cd8845d3b4,1.08265659
53944553498ecef1831affe3,4c1fc287b306c928e2ed68b7,1.354854967
